Update,Reward
1,-87.23677062988281
2,-69.71279907226562
3,-50.309898376464844
4,-45.0058708190918
5,-10.054818153381348
6,-19.351041793823242
7,0.5243591070175171
8,8.49155330657959
9,34.95897674560547
10,41.85245895385742
11,57.341148376464844
12,59.5723991394043
13,56.04753875732422
14,62.799285888671875
15,74.01814270019531
16,78.30552673339844
17,75.7143325805664
18,100.89830017089844
19,54.66135787963867
20,74.27095031738281
21,54.36713790893555
22,84.29347229003906
23,150.3573760986328
24,116.54290771484375
25,140.23544311523438
26,126.7440185546875
27,121.51126861572266
28,81.87672424316406
29,79.99778747558594
30,127.09822082519531
31,87.88838195800781
32,94.25453186035156
33,156.04421997070312
34,86.38972473144531
35,54.3543701171875
36,121.7931900024414
37,58.534950256347656
38,156.38107299804688
39,176.71343994140625
40,125.58622741699219
41,136.03346252441406
42,139.11895751953125
43,115.4725112915039
44,147.3206787109375
45,186.50714111328125
46,194.3878631591797
47,148.79197692871094
48,131.18869018554688
49,131.60946655273438
50,199.09750366210938
51,120.05350494384766
52,178.7859344482422
53,160.29049682617188
54,196.316650390625
55,135.8275909423828
56,106.43598937988281
57,148.4140625
58,154.07052612304688
59,99.34342956542969
60,148.87271118164062
61,181.20333862304688
