Update,Reward
1,-668.5052490234375
2,-143.77236938476562
3,-1203.1671142578125
4,-348.5131530761719
5,-350.192138671875
6,-133.93850708007812
7,-127.21505737304688
8,-432.1685791015625
9,-128.14065551757812
10,-126.42366027832031
11,-124.45390319824219
12,-619.1921997070312
13,-121.12399291992188
14,-117.33287048339844
15,-208.21768188476562
16,-1581.329833984375
17,-1140.4632568359375
18,-495.7360534667969
19,-423.82769775390625
20,-193.03175354003906
21,-207.89512634277344
22,-650.3442993164062
23,-93.16967010498047
24,-942.3389892578125
25,-558.0599365234375
26,-1133.389404296875
27,-104.25924682617188
28,-306.10943603515625
29,-495.0589294433594
30,-290.33001708984375
31,-108.81687927246094
32,-204.622802734375
33,-400.06085205078125
34,-75.34174346923828
35,-90.50006103515625
36,-84.71554565429688
37,-68.3290786743164
38,-376.8546447753906
39,-139.6230010986328
40,-132.57220458984375
41,-669.716064453125
42,-57.4925422668457
43,-56.3437385559082
44,-457.916748046875
45,-35.43511199951172
46,-54.05387878417969
47,-33.51979064941406
48,-129.39373779296875
49,2.7814788818359375
50,-1.076767921447754
51,35.91823196411133
52,-26.874176025390625
53,60.52622985839844
54,-311.79150390625
55,-61.15885925292969
56,-90.5447998046875
57,-25.98270606994629
58,-105.28169250488281
59,92.07212829589844
60,18.54320526123047
61,3.7383155822753906
62,-220.16400146484375
63,-30.947021484375
64,-42.46300506591797
65,68.36648559570312
66,-240.78897094726562
67,76.24563598632812
68,110.32162475585938
69,91.34526062011719
70,161.701416015625
71,126.27103424072266
72,75.98428344726562
73,-22.674076080322266
74,129.8137664794922
75,191.65304565429688
76,155.72421264648438
77,91.59628295898438
78,79.26802825927734
79,196.21435546875
80,-16.126296997070312
81,74.30691528320312
82,51.44092559814453
83,95.14836120605469
84,78.36079406738281
85,146.70936584472656
86,157.03778076171875
87,97.888427734375
88,195.1290283203125
89,216.97149658203125
90,159.90658569335938
91,261.4864807128906
92,48.44472885131836
93,5.685798645019531
94,-97.8669204711914
95,125.86190032958984
96,266.15032958984375
97,156.56809997558594
98,161.49850463867188
99,210.63766479492188
100,285.3301696777344
101,289.17633056640625
102,161.36329650878906
103,55.63806915283203
104,-141.8408966064453
105,183.49240112304688
106,176.55215454101562
107,153.43948364257812
108,111.70188903808594
109,257.0479736328125
110,237.05523681640625
111,192.2533721923828
112,240.86703491210938
113,284.5712585449219
114,266.9873046875
115,181.41795349121094
116,272.13482666015625
117,326.0194091796875
118,179.0185546875
119,89.12034606933594
120,292.7013854980469
121,272.8966064453125
122,265.1560363769531
123,181.0053253173828
124,187.29940795898438
125,192.66493225097656
126,309.0757751464844
127,338.2515869140625
128,201.25648498535156
129,320.63165283203125
130,202.05056762695312
131,205.35427856445312
132,307.9189453125
133,296.61962890625
134,338.0010070800781
135,343.6431579589844
136,302.39776611328125
137,322.0968933105469
138,321.3861999511719
139,354.2513122558594
140,345.9613037109375
141,336.3707275390625
142,327.0233154296875
143,120.21102142333984
144,227.5692138671875
145,307.0013427734375
146,260.1528015136719
147,200.3451385498047
148,226.0918731689453
149,343.0640869140625
150,306.264404296875
151,253.96240234375
152,319.31158447265625
153,305.7548828125
154,329.9731140136719
155,98.96308898925781
156,335.3746337890625
157,335.86871337890625
158,363.7528381347656
159,379.6569519042969
160,-1.0580558776855469
161,372.7249450683594
162,332.0823974609375
163,335.10687255859375
164,341.63641357421875
165,218.91207885742188
166,384.67388916015625
167,362.47259521484375
168,381.16693115234375
169,219.322998046875
170,392.2489013671875
171,385.7185974121094
172,373.98760986328125
173,267.10211181640625
174,376.762451171875
175,-8.522079467773438
176,367.9214172363281
177,349.3721923828125
178,260.489990234375
179,249.66677856445312
180,130.4217529296875
181,125.29264831542969
182,386.0582580566406
183,121.35984802246094
184,349.60443115234375
185,351.491455078125
186,352.5576171875
187,378.7593994140625
188,260.5975036621094
189,405.8011474609375
190,353.3527526855469
191,243.18341064453125
192,260.5551452636719
193,363.18450927734375
194,345.8613586425781
195,133.59323120117188
196,286.7877197265625
197,286.4140625
198,285.02838134765625
199,355.2498779296875
200,386.44476318359375
201,384.49749755859375
202,401.00213623046875
203,264.69464111328125
204,379.2786865234375
205,355.0982666015625
206,334.2091369628906
207,272.3131103515625
208,353.69189453125
209,376.0152587890625
210,375.791015625
211,388.96429443359375
212,245.3521728515625
213,374.7879943847656
214,389.2896728515625
215,421.5589294433594
216,392.4936828613281
217,370.8717041015625
218,400.18316650390625
219,403.8011474609375
220,399.31207275390625
221,428.00677490234375
222,399.7802734375
223,171.8082275390625
224,374.3941650390625
225,279.9057922363281
226,408.5050354003906
227,374.1332702636719
228,301.3086242675781
229,393.75860595703125
230,370.0694274902344
231,400.910400390625
232,395.28460693359375
233,383.17584228515625
234,424.2256774902344
235,419.4202880859375
236,412.2179870605469
237,284.193115234375
238,406.59674072265625
239,408.544189453125
240,414.1960754394531
